Classification Method,Accuracy,Recall,Precision,F1 Score,Accuracy_std,Recall_std,Precision_std,F1_std,error,Transfer Learning Method
LogisticRegressionCV,0.8661666666666665,0.9040000000000001,0.857037775621525,0.8727032469951157,0.12190399227807648,0.1303993865016243,0.13102724402902746,0.10963485472265315,,alexnet
MLPClassifier,0.8631666666666666,0.8963333333333333,0.8565282981070823,0.8687647350176242,0.10258451800019988,0.11550324670761425,0.11996498185362413,0.09196470267580578,,alexnet
HistGradientBoostingClassifier,0.8613333333333333,0.8956666666666667,0.8554087467183222,0.8669047351037648,0.11665190382787012,0.1338494178794464,0.12936457740788665,0.10589513086310803,,alexnet
GradientBoostingClassifier,0.861,0.8806666666666667,0.8641158771805599,0.8640999495238185,0.12489595669996684,0.1443514230388233,0.13600383325798704,0.11727837946715429,,alexnet
ExtraTreesClassifier,0.8596666666666666,0.8773333333333333,0.8604649209299625,0.8602381408198614,0.13126690367339358,0.16236994795835832,0.1336463487534922,0.1289116786394761,,alexnet
RandomForestClassifier,0.858,0.8723333333333334,0.8624157556414194,0.8583480111333035,0.12907749610214786,0.15988224833712256,0.13478323923939595,0.12649753819800205,,alexnet
SVC,0.8521666666666666,0.8483333333333333,0.8717811279153695,0.8524840547434656,0.11603411854565306,0.1261942946412396,0.12992148997530661,0.10850292123110623,,alexnet
AdaBoostClassifier,0.8514999999999999,0.8743333333333332,0.850848248135361,0.8559319641852584,0.1079131595311712,0.1201762594414277,0.1251730242845073,0.09889388205406754,,alexnet
BernoulliNB,0.8474999999999999,0.8903333333333332,0.834377403088658,0.8548040337296621,0.11677435506137464,0.12874134275101115,0.12447783853258318,0.1053212009456469,,alexnet
NearestCentroid,0.8455,0.8926666666666666,0.8305355533931886,0.8537069032981129,0.11771682122789418,0.12854571171377127,0.1267149390815622,0.10637057908080119,,alexnet
NuSVC,0.8428333333333334,0.8143333333333332,0.8789126327536401,0.8373150330261995,0.12615697893233388,0.14540403479041886,0.13751224847093182,0.12494814999516908,,alexnet
BaggingClassifier,0.8365,0.8259999999999998,0.8590077828551193,0.8343993247955268,0.11029619213735353,0.13192422067232387,0.12850997551472518,0.10836710312952591,,alexnet
KNeighborsClassifier,0.8263333333333334,0.9256666666666667,0.7889005107619935,0.8455766569913783,0.09936968015110714,0.08897003240792185,0.11612150173056762,0.07984263294180419,,alexnet
Perceptron,0.8065,0.8280000000000001,0.806562106870415,0.8113977680158919,0.08590838143045183,0.09877246579892597,0.10589875603480568,0.07813942680594801,,alexnet
LogisticRegression,0.8049999999999999,0.8226666666666667,0.8058869964731326,0.8093713155808754,0.08288546314040841,0.09086987032748167,0.09665582234489314,0.07359702774126188,,alexnet
PassiveAggressiveClassifier,0.7916666666666667,0.8150000000000001,0.7875943597512912,0.7971706525181047,0.07359800721939871,0.08102468759581861,0.08477581230739596,0.06457030964634854,,alexnet
SGDClassifier,0.7916666666666667,0.725,0.8558114501064553,0.7769487725597545,0.09073771725877466,0.10698130677833395,0.12714800214865996,0.09045800645759405,,alexnet
LinearSVC,0.7801666666666667,0.8039999999999999,0.7744978244557182,0.785416992003837,0.07198553095356502,0.08558037158133869,0.07858389294800767,0.06527329066764603,,alexnet
DecisionTreeClassifier,0.7801666666666667,0.7796666666666667,0.7936073031403345,0.7790481869769736,0.10151477724942315,0.1273878591807974,0.11657060176312782,0.1012587229251473,,alexnet
GaussianNB,0.7535,0.8939999999999999,0.7166666876746928,0.7894388449187729,0.10733242753240978,0.06151422599691878,0.12497068944863968,0.08113975830631134,,alexnet
ExtraTreeClassifier,0.7521666666666667,0.7590000000000001,0.7544987069867155,0.7526139845585741,0.08940870576552747,0.11458184847522754,0.10198953743943763,0.0927575369181249,,alexnet
RidgeClassifierCV,0.7018333333333333,0.7546666666666667,0.6853874473509362,0.7167873015282242,0.05769387604705837,0.06705221845696084,0.058555420852848296,0.05295250283067795,,alexnet
LinearDiscriminantAnalysis,0.6751666666666667,0.7093333333333333,0.6665497015474044,0.6854290376974422,0.04143569314813819,0.059643384656920095,0.04370835822918072,0.040302660095826774,,alexnet
RidgeClassifier,0.6439999999999999,0.6926666666666668,0.6335306847081578,0.660853264957158,0.05175905717843012,0.049638694583963416,0.052372993152434766,0.04500391066359154,,alexnet
QuadraticDiscriminantAnalysis,0.0,0.0,0.0,0.0,,,,,"The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 900 samples and 4096 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.",alexnet
