Classification Method,Accuracy,Recall,Precision,F1 Score,Accuracy_std,Recall_std,Precision_std,F1_std,error,Transfer Learning Method
NuSVC,0.8760000000000001,0.8906666666666666,0.8771677245832953,0.8785255248429145,0.10741973747873339,0.11845111509254216,0.11914605114474529,0.10070715749388864,,efficientnet_b5
LogisticRegressionCV,0.876,0.9,0.8724263851266096,0.8807030602068971,0.11989161772200757,0.12206555615733701,0.13034993914201234,0.10950200454715661,,efficientnet_b5
SVC,0.8736666666666666,0.8870000000000001,0.8782252606607104,0.876379237171783,0.11325928953806245,0.12337341690980273,0.12631519581153705,0.10519717656836929,,efficientnet_b5
HistGradientBoostingClassifier,0.8688333333333332,0.8903333333333332,0.8662375760361704,0.8723793914100965,0.10524059736305821,0.11832582135780846,0.11795736524132695,0.0976867901792793,,efficientnet_b5
GradientBoostingClassifier,0.8665,0.8956666666666667,0.8574973048128269,0.8710996354764854,0.10890477491827437,0.1187813116613889,0.11819215562752179,0.10117025320638313,,efficientnet_b5
ExtraTreesClassifier,0.8640000000000001,0.8896666666666666,0.8602531044354617,0.8687710089972868,0.10506664551607232,0.1127282868967087,0.11867828345248777,0.09493526105081963,,efficientnet_b5
MLPClassifier,0.8638333333333333,0.8903333333333334,0.8621199058592299,0.8683790601617833,0.11253406891544741,0.12772757467881918,0.127130008728703,0.1030178186253806,,efficientnet_b5
RandomForestClassifier,0.8613333333333333,0.8823333333333334,0.8602726476239736,0.8652815280812621,0.10713387263917361,0.1172276986609109,0.12108533734291554,0.0984538385473816,,efficientnet_b5
NearestCentroid,0.8445,0.8976666666666666,0.8248454357267552,0.8549519958227669,0.10090713552569017,0.09357171937432092,0.117301522042598,0.08715900907730846,,efficientnet_b5
GaussianNB,0.8445,0.8966666666666667,0.8274930445693016,0.8555494756170121,0.10845390726018128,0.09462205521617746,0.12505222099108831,0.09213424460205344,,efficientnet_b5
BaggingClassifier,0.8393333333333333,0.8403333333333333,0.8495683041375603,0.8399948604953155,0.09733447487915062,0.10951864377051668,0.11524049977083534,0.09321459831238293,,efficientnet_b5
AdaBoostClassifier,0.8388333333333333,0.8633333333333333,0.8381256405021018,0.8453177841751843,0.10883741697290199,0.10178408519999577,0.12513227342811217,0.09575728134794978,,efficientnet_b5
BernoulliNB,0.8375,0.8853333333333332,0.8209211971793161,0.8472974375437079,0.09932899878685983,0.09332380903785129,0.11590286988536286,0.08651416772082329,,efficientnet_b5
LogisticRegression,0.8361666666666666,0.8606666666666666,0.8359578658969303,0.8417314246900061,0.10765957148964199,0.11418114263455821,0.12847432257885513,0.09842256868661158,,efficientnet_b5
KNeighborsClassifier,0.8305,0.9199999999999999,0.798420903067612,0.8493351259584052,0.10621793633845462,0.0732120208708925,0.12338886864510046,0.08329922877561781,,efficientnet_b5
PassiveAggressiveClassifier,0.8265,0.8573333333333333,0.8234023699074597,0.8337100159843699,0.09628213749185258,0.0989141041510259,0.119658506087521,0.0850000564555055,,efficientnet_b5
Perceptron,0.8198333333333334,0.8343333333333334,0.8288154869733818,0.8245756036138033,0.10195709882102374,0.1034842983258813,0.12645139684061046,0.08958107109809722,,efficientnet_b5
LinearSVC,0.8193333333333334,0.841,0.8215335443439905,0.8243156920851389,0.09537994198642258,0.10830050784737809,0.11982636044071453,0.08766866358359462,,efficientnet_b5
SGDClassifier,0.8161666666666667,0.7769999999999999,0.8610967340232559,0.8091768015030432,0.10354829790971938,0.11916794871105234,0.13795320533243804,0.10328509091853807,,efficientnet_b5
RidgeClassifierCV,0.7786666666666667,0.7996666666666667,0.7746170780588073,0.7826806146585814,0.0744938476206816,0.09633794683301074,0.08312231007321969,0.07021549769671184,,efficientnet_b5
DecisionTreeClassifier,0.7698333333333334,0.7913333333333334,0.7698884247040232,0.7766023431276149,0.08975104456216652,0.08142071808411744,0.10460144879118675,0.0780757107439872,,efficientnet_b5
ExtraTreeClassifier,0.7146666666666667,0.7226666666666667,0.7168623328295913,0.716931910887782,0.09005183692370375,0.0986103442849684,0.09562777806460825,0.0859112718265813,,efficientnet_b5
RidgeClassifier,0.6880000000000001,0.7196666666666668,0.677938305549845,0.696038239465131,0.05878775382679628,0.08922443611477744,0.05486343089285926,0.06170303285851758,,efficientnet_b5
LinearDiscriminantAnalysis,0.6406666666666666,0.6583333333333333,0.6388815618372905,0.6465975124986638,0.0558629274802768,0.06652067347825033,0.059491232009245124,0.05341716928987585,,efficientnet_b5
QuadraticDiscriminantAnalysis,0.0,0.0,0.0,0.0,,,,,"The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 900 samples and 2048 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.",efficientnet_b5
